"TABLE 10a: Weekday Person Trips Per Household"
""
"County","HHUT","VOWN","HH","HO","HS","HW","OO","WO","WW","zTOT"
"Inyo","Single","2",NA,3.70511493735943,0.665996171382304,1.80638322986352,3.53325124033085,0.629487191300157,NA,10.3402327702363
"Inyo","Single","3+",0.140135927416001,3.29854836528818,0.498324880361814,1.19445178443705,2.83726791947221,0.594841540360827,NA,8.56357041733608
"Inyo","Single","Subtotal",0.0745970780771732,3.00183186289589,0.487635025505487,1.38723702695434,2.61600541134019,0.527884195928962,0.0221580703687786,8.11734867107082
"Inyo","Total","&nbsp;",0.0537025988002013,2.46983505407094,0.385802989174604,1.19138405137491,2.06196805642021,0.494047551447896,0.0159516430652968,6.67269194435406
"Kern","Multiple","0",0.0123626225112293,0.539840373798186,0.27552428310047,0.306054549889591,0.327930989182882,0.018351051979353,0.00724816640605995,1.48731203686777
"Kern","Multiple","1",0.0666739662937896,1.44321553518827,1.10369231334269,1.49505481121213,1.40120152774698,0.253244375433823,NA,5.76308252921768
"Kern","Multiple","2",0.493813740871887,4.81550735064784,1.84523602222676,1.32191974020795,1.14000935359691,0.348697286052813,NA,9.96518349360416
"Kern","Multiple","3+",0.0193446731444902,2.30408147956936,0.998514503754089,2.61670427952533,4.23094526491195,0.345270658972362,NA,10.5148608598776
"Kern","Multiple","Subtotal",0.202655327124061,2.49884192439758,1.18725040060788,1.26190133208118,1.27118812511549,0.244414948667477,0.00149163835906608,6.66774369635273
"Kern","Single","0",0.0114024592529057,1.29283278136911,0.556616133823623,1.2983821560358,0.769711214674721,0.0073767407185231,NA,3.93632148587468
"Kern","Single","1",0.288931913662155,1.8416480323822,0.932587613204724,1.14418156010399,1.04506194605819,0.234684571683701,0.00100407299876456,5.48809971009373
"Kern","Single","2",0.361597931724092,3.24819615824976,0.823662283642625,1.66223975812869,1.99068202906093,0.852439666727028,0.0215648061164201,8.96038263364955
"Kern","Single","3+",0.360452225913163,5.2255957900873,1.08054360071318,2.7299386843514,3.33331515692979,1.00418459230248,0.0544150528701545,13.7884451031675
"Kern","Single","Subtotal",0.326478376400765,3.2989649844676,0.916249303675913,1.78743427209433,2.03198356865604,0.678844360359612,0.0236536935511037,9.06360855920537
"Kern","Total","&nbsp;",0.301048064894998,3.13463872389346,0.971906488292517,1.67950229618885,1.87573426584514,0.589622883977536,0.0191021341246993,8.57155485721721
"Kings","Multiple","0",NA,0.479277663521015,NA,NA,NA,NA,NA,0.479277663521015
"Kings","Multiple","1",0.110951076749795,4.7403527454678,0.357154113170626,2.29716613682854,0.715118286786052,0.185620434360009,NA,8.40636279336282
"Kings","Multiple","2",NA,2.95998144514742,NA,1.89226084130765,2.85014876281924,NA,NA,7.70239104927431
"Kings","Multiple","3+",NA,1.63266060315843,4.53944237815349,2.05967047237291,NA,NA,NA,8.23177345368483
"Kings","Multiple","Subtotal",0.0829834936051388,4.0457823786005,0.484531317101007,2.06412205539661,0.907438522311539,0.138830848504816,NA,7.72368861551961
"Kings","Single","0",0.0756101818378948,2.40812365835643,5.54604777496584,1.60378928371528,0.0780126514862103,0.46959512839183,NA,10.1811786787535
"Kings","Single","1",0.0700513164197158,3.06726263064399,1.89835189838211,1.58484313104003,0.971496212482405,0.18289103650662,NA,7.77489622547486
"Kings","Single","2",0.477073621556015,5.41720549732405,0.84703223259571,1.59405134614692,2.61044224610411,0.577203026893186,0.0191592152766106,11.5421671858966
"Kings","Single","3+",0.519160604989978,3.87514991508458,0.807490781876495,1.09864414595044,1.12188522189179,0.375513685674485,NA,7.79784435546776
"Kings","Single","Subtotal",0.363900170589532,4.23176328561429,1.39940751953665,1.45744974309296,1.64251671989888,0.420010744269873,0.00805300501489939,9.52310118801709
"Kings","Total","&nbsp;",0.334193764360338,4.21209615714782,1.30266109490026,1.52160419042147,1.56478359354211,0.390276503153447,0.00720141499572929,9.33281671852118
"Lake","Multiple","0",NA,0.23390040324946,NA,0.054535018321702,0.779400248433464,0.0367496582609597,NA,1.10458532826559
"Lake","Multiple","1",NA,1.19124235206621,1.23711766973003,0.563750617357302,NA,NA,NA,2.99211063915355
"Lake","Multiple","2",NA,1.8075151755764,1.29884735543181,0.370428189951739,3.90397754892089,0.0561281964326991,NA,7.43689646631355
"Lake","Multiple","3+",NA,0.192629698446339,0.336073698126603,NA,NA,0.282467528829565,NA,0.811170925402508
"Lake","Multiple","Subtotal",NA,1.07644689446207,0.907149491842353,0.347885372520062,1.31068765254905,0.0482184829371142,NA,3.69038789431065
"Lake","Single","0",NA,10.2962749084092,4.93230678779019,NA,4.24439896219419,NA,NA,19.4729806583936
"Lake","Single","1",NA,1.55404820595022,0.685550746949914,0.872765975476998,1.81328527034905,0.584123990878135,0.0537071076556224,5.56348129725994
"Lake","Single","2",0.38221901906772,3.09828577960983,0.278075796097793,0.797748890279376,2.42483773562099,0.0225917818646483,NA,7.00375900254036
"Lake","Single","3+",0.231464279329949,6.55050158131987,0.509724792805656,1.92403950185586,1.78525437820462,0.854001422472252,0.0145790883145338,11.8695650443027
"Lake","Single","Subtotal",0.218618105792775,3.74084817556848,0.497724570297906,1.16411646390704,2.05326006976278,0.44829944621483,0.0206517772507793,8.14351860879459
"Lake","Total","&nbsp;",0.164999022453546,3.08736728558122,0.598141637355736,0.963924614497127,1.87113401858504,0.350174112841204,0.0155866461560915,7.05132733746997
"Lassen","Multiple","0",NA,7.37662985421515,NA,NA,10.1473892417053,NA,NA,17.5240190959204
"Lassen","Multiple","2",3.56107362179222,0.365538736598634,0.209410315503991,3.14517381550766,1.2818903074687,0.599701761633912,NA,9.16278855850511
"Lassen","Multiple","Subtotal",1.6277994337417,4.17179576111268,0.0957233770487198,1.43768781543076,6.09488831707544,0.27412917891607,NA,13.7020238833254
"Lassen","Single","0",NA,2.09795466781545,NA,2.19746689017021,NA,1.34733871823625,NA,5.64276027622191
"Lassen","Single","1",0.0821876911970971,1.71380498778831,0.712551997294335,0.160424847648306,4.43425307972035,0.0164225510566495,NA,7.11964515470504
"Lassen","Single","2",0.503980052550946,3.48589872070714,2.38049557653521,2.17437849344126,2.92201917956663,0.518582480431637,NA,11.9853545032328
"Lassen","Single","3+",1.22923656875836,2.74102309224771,0.489313106267806,1.15914659072492,3.10064886392813,0.253997089971687,NA,8.97336531189862
"Lassen","Single","Subtotal",0.590981506585071,2.65648713825133,1.17171694660727,1.24248791429683,3.31490930881253,0.316056671686641,NA,9.29263948623967
"Lassen","Total","&nbsp;",0.652462441070136,2.74634147788672,1.10791298602395,1.25406282250276,3.47975571318132,0.313570467148088,NA,9.55410590781298
"Los Angeles","Multiple","0",0.111268510080931,1.39390191146411,0.315893214898465,0.596235569490567,0.398561016787092,0.0513285761077564,0.0235695420427203,2.89075834087165
"Los Angeles","Multiple","1",0.176512599892207,2.13815182368839,0.655773492723463,1.08352579296856,0.908487444924956,0.406796951189984,0.0289129562519774,5.39816106163953
"Los Angeles","Multiple","2",0.486849469864227,3.96200789275482,0.956109269165344,2.4721211197071,1.55672765675749,0.636633211043216,0.0259666920385278,10.0964153113307
"Los Angeles","Multiple","3+",0.326024778683957,2.77317356145686,0.66902961028005,2.43629523815931,2.37660108488274,0.438946029410793,0.0141068210602879,9.03417712393399
"Los Angeles","Multiple","Subtotal",0.238544893420578,2.41421310192309,0.65033637544439,1.34864413953028,1.00765148437347,0.383000609692996,0.0264543333768727,6.06884493776168
