"TABLE 11: Weekday Driver Trips Per Household"
""
"County","HHUT","VOWN","HH","HO","HS","HW","OO","WO","WW","zTOT"
"Alameda","Multiple","0",0.0040962964716407,0.146770529526125,0.202280515087949,NA,0.172614508160479,NA,NA,0.525761849246194
"Alameda","Multiple","1",0.112916004315737,0.96155399641299,0.330135671107316,0.44948353249616,0.914266962468193,0.428252031290747,NA,3.19660819809114
"Alameda","Multiple","2",0.229586711171818,2.05081962649083,0.918004058096738,1.25558315552463,1.36423601082348,1.02249488787812,0.0607358458712516,6.90146029585687
"Alameda","Multiple","3+",0.0165130691462931,2.04172909110865,0.506796105092292,1.67316334013254,1.25380026227627,0.262830709038297,NA,5.75483257679435
"Alameda","Multiple","Subtotal",0.0941952127408935,0.944464681800571,0.386243331478182,0.501158182193078,0.789664106284296,0.384532509333847,0.00851008108706733,3.10876810491794
"Alameda","Single","0",0.0126654448697052,0.152549332676151,0.00789036856294323,0.0159941175121289,0.631105940620704,NA,NA,0.820205204241632
"Alameda","Single","1",0.112618730099721,0.916080567580657,0.288303670229217,0.362637470295824,0.558195167662064,0.22988025803764,0.0225520157460802,2.4902678796512
"Alameda","Single","2",0.366143356041914,1.65868886491201,0.610639717984818,1.35150242735976,1.08837280866623,0.603671116385385,0.0568912309187872,5.7359095222689
"Alameda","Single","3+",0.286595180425983,2.3497175331965,0.741015312626459,2.06185115987163,1.32710481727511,0.701883500369412,0.0582493165390911,7.52641682030419
"Alameda","Single","Subtotal",0.250790688600085,1.51939559842325,0.512029901065371,1.14805087762105,0.957726014354502,0.481225328234245,0.0437380885506112,4.91295649684912
"Alameda","Total","&nbsp;",0.214480439804663,1.38608469331434,0.482863403043804,0.998053985398879,0.918757010546565,0.458804882868626,0.0355696679206406,4.49461408289751
"Alpine","Single","1",NA,NA,0.436290753004583,0.414695870690815,NA,NA,NA,0.850986623695398
"Alpine","Single","2",0.313241501749575,4.96295503553793,2.08542253034965,2.23816935183859,1.48734832168606,NA,NA,11.0871367411618
"Alpine","Single","Subtotal",0.219861816370253,3.48346021386913,1.59380374529914,1.69457797261182,1.04395842107339,NA,NA,8.03566216922372
"Alpine","Total","&nbsp;",0.219861816370253,3.48346021386913,1.59380374529914,1.69457797261182,1.04395842107339,NA,NA,8.03566216922372
"Amador","Multiple","0",NA,0.457852345006209,NA,NA,NA,NA,NA,0.457852345006209
"Amador","Multiple","1",0.795579345189049,0.634501614391206,2.16782602758692,NA,2.68391160679236,NA,NA,6.28181859395953
