"TABLE 15: Weekday Driver Trips Per Vehicle"
""
"County","INCOM","Single","Multiple","Total"
"Del Norte","$100,000 to $149,999",3.24156331920766,NA,3.24156331920766
"Del Norte","$150,000 to $199,999",5.97239145720577,NA,5.97239145720577
"Del Norte","RF",4.767674904716,NA,4.767674904716
"Del Norte","Total",3.53994683459281,1.79291990818211,3.32396249454039
"El Dorado","$0 to $9,999",2.75168068227772,NA,2.75168068227772
"El Dorado","$10,000 to $24,999",4.85831976253938,2.02247642522623,3.33889951910067
"El Dorado","$25,000 to $34,999",1.75013385640057,8.83885832688084,2.24823218390408
"El Dorado","$35,000 to $49,999",1.70360843800416,2.35966002545611,1.83503109050822
"El Dorado","$50,000 to $74,999",2.36955638047134,4.75026107592985,2.38915869195156
"El Dorado","$75,000 to $99,999",2.5092760848502,NA,2.5092760848502
"El Dorado","$100,000 to $149,999",0.887156244732606,NA,0.887156244732606
"El Dorado","$150,000 to $199,999",5.53142570393252,NA,5.53142570393252
"El Dorado","$200,000 to $249,999",1.81517141327991,NA,1.81517141327991
"El Dorado","$250,000 or more",0.270608218145937,NA,0.270608218145937
"El Dorado","DK ",0.269316832731934,NA,0.269316832731934
"El Dorado","RF",1.31962438938805,1.59748744207653,1.3260421770192
"El Dorado","Total",2.11182833978996,2.56120235928958,2.14445697906804
"Fresno","$0 to $9,999",1.79712864866366,0.95515002649223,1.54524176696835
"Fresno","$10,000 to $24,999",3.28897253237444,5.35044798408884,3.92790194547887
"Fresno","$25,000 to $34,999",4.08906364773624,3.33995275934724,3.87139925134501
"Fresno","$35,000 to $49,999",4.50161295569744,2.93998143638859,4.34434469286429
"Fresno","$50,000 to $74,999",2.71833543493981,2.81720780974358,2.72580300269817
"Fresno","$75,000 to $99,999",3.0028218998246,NA,3.0028218998246
"Fresno","$100,000 to $149,999",1.96405404665891,1.53789466188299,1.95986445223428
"Fresno","$150,000 to $199,999",4.21361290868748,2.46550646916192,4.16314705813285
"Fresno","$200,000 to $249,999",3.81956837988904,NA,3.81956837988904
"Fresno","$250,000 or more",4.55774966316866,NA,4.55774966316866
"Fresno","DK ",3.81900299681562,NA,3.81900299681562
"Fresno","RF",4.6646220825298,NA,4.60515667471642
"Fresno","Total",3.1638777426303,3.55133945673904,3.20486762732447
"Glenn","$0 to $9,999",1.86391265605562,5.0483359019666,2.61494898722948
"Glenn","$10,000 to $24,999",3.33135101819684,5.61332717167143,4.14990677833766
"Glenn","$25,000 to $34,999",3.38089124439662,3.74004716655734,3.41032915302205
"Glenn","$35,000 to $49,999",3.23438016336966,NA,3.23438016336966
"Glenn","$50,000 to $74,999",2.75190965598004,1.17587608725143,2.64529989950217
"Glenn","$75,000 to $99,999",2.83508614539039,1.37477064525327,2.77884144812272
"Glenn","$100,000 to $149,999",0.574294510521414,0.215224599502294,0.532829806006995
"Glenn","$150,000 to $199,999",0.275533716429847,NA,0.275533716429847
"Glenn","$200,000 to $249,999",7.37862407943454,NA,7.37862407943454
"Glenn","$250,000 or more",6.89876026038762,NA,6.89876026038762
"Glenn","DK ",4.48826014032392,NA,4.48826014032392
"Glenn","RF",9.3601873353667,2.538387977358,6.63521686044267
"Glenn","Total",2.59680794934832,3.43534044636884,2.67251678271088
"Humboldt","$0 to $9,999",0.949136978147787,0.466309859761549,0.796761408340984
"Humboldt","$10,000 to $24,999",4.36124453563774,5.25013065207826,4.63302488730946
"Humboldt","$25,000 to $34,999",2.43327728589953,5.86818639150381,2.64333123072893
"Humboldt","$35,000 to $49,999",3.3832712624727,8.26354860896312,3.51796157042923
"Humboldt","$50,000 to $74,999",3.13124102398721,4.63747875824408,3.22892326992783
"Humboldt","$75,000 to $99,999",2.55140520785242,NA,2.55140520785242
"Humboldt","$100,000 to $149,999",1.79584860380048,NA,1.79584860380048
"Humboldt","$150,000 to $199,999",4.23741130903333,NA,4.23741130903333
"Humboldt","$250,000 or more",1.47894747313375,NA,1.47894747313375
"Humboldt","DK ",15.1175563349516,NA,15.1175563349516
"Humboldt","RF",2.75143229703833,28.1913526116342,3.89924000186993
"Humboldt","Total",2.96885555244728,4.82315918882521,3.12485373637277
"Imperial","$0 to $9,999",3.01590206720948,1.8465980330258,2.55879045342772
"Imperial","$10,000 to $24,999",3.20125873008172,6.70460957278395,4.13209420593126
"Imperial","$25,000 to $34,999",2.22045841772551,3.25346673502398,2.47195176466928
"Imperial","$35,000 to $49,999",3.94933155125495,8.52832827429013,4.36382824785202
"Imperial","$50,000 to $74,999",2.73082884431128,2.09641778669925,2.62337247729482
"Imperial","$75,000 to $99,999",4.43376623990002,6.1978991287275,4.48296244756297
"Imperial","$100,000 to $149,999",2.15506385966458,0.942933036497355,2.12754138701733
"Imperial","$150,000 to $199,999",11.8640172654942,NA,11.8640172654942
"Imperial","$200,000 to $249,999",15.4299135205349,NA,15.4299135205349
"Imperial","$250,000 or more",11.617473060243,NA,11.617473060243
"Imperial","DK ",11.1590122576192,10.1068038460266,10.9761260319375
"Imperial","RF",5.04575057306727,13.3224059365741,6.35663555808394
"Imperial","Total",3.64289636372546,4.39460408295883,3.75466321457971
"Inyo","$0 to $9,999",NA,0.58209504935356,0.58209504935356
"Inyo","$10,000 to $24,999",0.648030119816435,1.77637280532637,1.23718084069389
"Inyo","$25,000 to $34,999",0.986790459489429,0.825485961730392,0.963123246349523
"Inyo","$35,000 to $49,999",1.74064102529377,3.99269787776218,2.25057828715221
"Inyo","$50,000 to $74,999",5.97412365655958,NA,5.50248351224298
"Inyo","$75,000 to $99,999",4.83101332797275,8.56481579546233,4.98246579578062
"Inyo","$100,000 to $149,999",2.23639272388765,4.01158182136158,2.28365377748151
"Inyo","$150,000 to $199,999",1.55166485643079,NA,1.55166485643079
"Inyo","$200,000 to $249,999",8.58776631013892,NA,8.58776631013892
"Inyo","DK ",NA,2.58537489648622,1.94174267768263
"Inyo","RF",5.86160163513072,NA,5.86160163513072
"Inyo","Total",3.10880004241851,2.03690556525164,2.9061261314871
"Kern","$0 to $9,999",2.09214003252118,3.20308401596221,2.5737847385317
"Kern","$10,000 to $24,999",3.81010629417558,3.56487031870547,3.71481165803147
"Kern","$25,000 to $34,999",2.4511964014258,3.94388269192781,2.73878634598332
"Kern","$35,000 to $49,999",1.85652173941761,2.42804979404896,1.91150042585841
"Kern","$50,000 to $74,999",1.47492310743247,2.77074899893793,1.75030386158933
"Kern","$75,000 to $99,999",3.74034883867651,0.858978767970598,3.69352969896261
"Kern","$100,000 to $149,999",1.71425409372414,1.40909327789971,1.70652279660936
"Kern","$150,000 to $199,999",5.28241797699183,2.1638308057347,5.23729155685665
"Kern","$200,000 to $249,999",6.75802355038243,NA,6.75802355038243
"Kern","$250,000 or more",5.72728023638988,NA,5.72728023638988
"Kern","DK ",4.17965440247403,5.48492515085991,4.39367068136026
"Kern","RF",4.98248366846583,13.461728820622,5.12608172791668
"Kern","Total",2.68889517016665,3.16430169829109,2.75832889229015
"Kings","$0 to $9,999",4.5521729628437,9.51028748586918,6.13095888448917
"Kings","$10,000 to $24,999",5.47762638608402,4.42572958324532,5.25863128588727
"Kings","$25,000 to $34,999",2.2937069386001,NA,2.2937069386001
"Kings","$35,000 to $49,999",2.07416610629583,1.47439953563727,2.04157761280443
"Kings","$50,000 to $74,999",1.70739612101467,3.34627351014548,1.84922050920064
"Kings","$75,000 to $99,999",2.32481430659324,NA,2.32481430659324
"Kings","$100,000 to $149,999",1.27696602923831,NA,1.27696602923831
"Kings","$150,000 to $199,999",1.74632448045651,NA,1.74632448045651
"Kings","DK ",4.78191702115905,NA,4.78191702115905
"Kings","RF",3.56571117833743,1.28377594026547,2.80395603149909
"Kings","Total",2.24727431231983,4.11721264838841,2.36577762949669
"Lake","$0 to $9,999",2.92688643230236,3.88392675678304,3.07796633557978
"Lake","$10,000 to $24,999",4.94443336368873,0.870609202112183,2.35325002583212
"Lake","$25,000 to $34,999",2.27530062763545,3.55420389824676,2.41787716559723
"Lake","$35,000 to $49,999",2.70431859343481,0.907163340765527,2.5969243651864
"Lake","$50,000 to $74,999",0.746729105167614,0.323951702386681,0.69470358319339
"Lake","$75,000 to $99,999",2.03234542279113,NA,2.03234542279113
"Lake","$100,000 to $149,999",5.94151065634321,NA,5.94151065634321
"Lake","$150,000 to $199,999",29.2209492404826,NA,29.2209492404826
"Lake","$200,000 to $249,999",2.61346697276265,NA,2.61346697276265
"Lake","DK ",2.8580043866866,NA,2.8580043866866
"Lake","RF",4.0043052125095,NA,4.0043052125095
"Lake","Total",2.8507914467822,0.986551867832186,2.55630857528623
"Lassen","$0 to $9,999",0.470868503981796,4.70021762797243,2.03959980988621
"Lassen","$10,000 to $24,999",0.961842341521661,NA,0.961842341521661
"Lassen","$25,000 to $34,999",5.43314964791391,NA,5.43314964791391
"Lassen","$35,000 to $49,999",3.8033038176824,8.33378788806032,3.98638733679363
"Lassen","$50,000 to $74,999",1.62219622467515,NA,1.62219622467515
"Lassen","$75,000 to $99,999",3.3926272736546,33.0515216349553,3.51545370070145
"Lassen","$100,000 to $149,999",0.548778548312696,NA,0.548778548312696
"Lassen","DK ",3.19454784726721,NA,3.19454784726721
"Lassen","RF",1.26935886378362,NA,1.26935886378362
"Lassen","Total",2.24607751753941,6.59278572231495,2.35003523132537
"Los Angeles","$0 to $9,999",1.90215159820174,1.94852254040377,1.92088447693357
"Los Angeles","$10,000 to $24,999",2.78489351093046,2.92022783045242,2.83193457971488
"Los Angeles","$25,000 to $34,999",2.26546768581511,2.79109005041289,2.43705192204631
"Los Angeles","$35,000 to $49,999",2.29843642607959,3.53494232831084,2.58833074752924
"Los Angeles","$50,000 to $74,999",1.93163038606318,2.57530400774859,2.06588805522781
"Los Angeles","$75,000 to $99,999",2.52082460116586,2.7834750099136,2.55328365128808
"Los Angeles","$100,000 to $149,999",1.90847375825895,2.52509191315976,1.96088607324914
"Los Angeles","$150,000 to $199,999",4.76823678143451,5.22949607796696,4.80725981543946
"Los Angeles","$200,000 to $249,999",4.12796230990659,4.09147900942354,4.12560145918485
"Los Angeles","$250,000 or more",3.35227296762516,2.07064444004608,3.29945048335433
"Los Angeles","DK ",4.45446881401319,4.53585676782014,4.47663417462998
"Los Angeles","RF",3.39303823412406,4.6860615855091,3.62107889974105
"Los Angeles","Total",2.49927364377487,2.96506135897072,2.58834026394406
"Madera","$0 to $9,999",NA,5.66210814882368,4.21642667348385
"Madera","$10,000 to $24,999",4.0088959747908,1.49351760115515,3.79442987437688
"Madera","$25,000 to $34,999",2.82953957376178,NA,2.72539768642649
"Madera","$35,000 to $49,999",3.49810972496784,4.90053016973381,3.66105186558945
"Madera","$50,000 to $74,999",2.38907792369164,4.17054462568151,2.49879817965956
"Madera","$75,000 to $99,999",3.35909153916109,NA,3.34354449569625
"Madera","$100,000 to $149,999",0.586190604708338,0.41290685214446,0.560891693610711
"Madera","$150,000 to $199,999",8.04763384356916,NA,8.04763384356916
"Madera","$200,000 to $249,999",2.8556790413543,NA,2.8556790413543
"Madera","$250,000 or more",30.1736506581948,NA,30.1736506581948
"Madera","DK ",2.51383567874886,NA,2.51383567874886
"Madera","RF",0.870661405718224,NA,0.870661405718224
"Madera","Total",2.88040729308045,2.56903554230342,2.85680139625268
"Marin","$0 to $9,999",NA,2.12153546657859,1.10532341121874
"Marin","$10,000 to $24,999",2.78980255234058,10.0968146941568,4.54148480836892
"Marin","$25,000 to $34,999",2.47425991983796,4.72049849979338,2.92915999350638
"Marin","$35,000 to $49,999",2.18133652935941,5.0225343016277,3.11951375709217
"Marin","$50,000 to $74,999",3.13485931032515,4.83389533533791,3.54205681974222
"Marin","$75,000 to $99,999",3.40943627977981,4.60639939229709,3.6699269099033
"Marin","$100,000 to $149,999",2.81708605667857,0.995116311454414,2.7314634566467
"Marin","$150,000 to $199,999",4.57827662514192,NA,4.53704831865489
"Marin","$200,000 to $249,999",4.21555665441432,8.39457788294988,4.45908694562379
"Marin","$250,000 or more",3.70038881153868,NA,3.70038881153868
"Marin","DK ",2.20078280480313,NA,2.20078280480313
"Marin","RF",3.21235738292387,2.83039884519078,3.14378564363047
"Marin","Total",3.26746894150302,4.99134356698785,3.52631415116636
"Mariposa","$0 to $9,999",0.179453601500511,NA,0.120521573100847
"Mariposa","$10,000 to $24,999",0.529439284956155,2.55706948523368,1.06881256005875
"Mariposa","$25,000 to $34,999",1.76397762014329,NA,1.76397762014329
"Mariposa","$35,000 to $49,999",1.12571256931676,NA,1.12571256931676
"Mariposa","$50,000 to $74,999",1.75919025232414,4.11314769267441,1.86369598191186
"Mariposa","$75,000 to $99,999",1.38589664590051,1.84124864424967,1.41256421040458
"Mariposa","$100,000 to $149,999",1.08658202156315,NA,1.08658202156315
"Mariposa","$150,000 to $199,999",1.93081435904339,NA,1.93081435904339
"Mariposa","$250,000 or more",0.726501959707949,NA,0.726501959707949
"Mariposa","RF",3.93507253632034,NA,3.93507253632034
"Mariposa","Total",1.21582193425917,2.28389127729985,1.30024351016338
"Mendocino","$10,000 to $24,999",2.65432702695301,7.44360313387244,3.90208924216666
"Mendocino","$25,000 to $34,999",2.12241213691303,0.34328033163055,1.99638923622612
"Mendocino","$35,000 to $49,999",1.68150743940316,9.78099170438507,2.68030926085759
"Mendocino","$50,000 to $74,999",3.03227488821704,NA,3.03227488821704
"Mendocino","$75,000 to $99,999",3.75751937136272,NA,3.75751937136272
"Mendocino","$100,000 to $149,999",1.29318299733509,NA,1.29318299733509
"Mendocino","$150,000 to $199,999",3.47552434159753,NA,3.47552434159753
"Mendocino","$200,000 to $249,999",4.12978145285716,NA,4.12978145285716
"Mendocino","DK ",23.4335429814632,NA,23.4335429814632
"Mendocino","RF",5.15854775286355,NA,5.15854775286355
"Mendocino","Total",2.66261774800451,6.77887375546135,2.93731190242641
"Merced","$0 to $9,999",7.50605755310457,2.49787584488143,5.51424670578457
"Merced","$10,000 to $24,999",3.53640646085226,1.92458744273655,3.29966502898714
"Merced","$25,000 to $34,999",2.91329662420721,7.16396897883412,4.42627833661017
"Merced","$35,000 to $49,999",3.56266907126699,4.80933641343739,3.60038679645491
"Merced","$50,000 to $74,999",3.23266431969995,4.37228602653339,3.37348414664328
"Merced","$75,000 to $99,999",1.88910849929165,NA,1.88910849929165
"Merced","$100,000 to $149,999",1.31825054478361,1.01136100006014,1.30393396528746
"Merced","$150,000 to $199,999",3.65618472374811,NA,3.65618472374811
"Merced","$200,000 to $249,999",4.93094473947333,NA,4.93094473947333
"Merced","$250,000 or more",1.17660945833371,NA,1.17660945833371
"Merced","DK ",5.73269522526071,NA,5.73269522526071
"Merced","RF",4.58742245371353,8.39461091027414,6.33320029708791
"Merced","Total",3.01941023661415,4.50221487050807,3.18048931075881
"Modoc","$0 to $9,999",6.46925461740011,NA,3.37593709977054
"Modoc","$10,000 to $24,999",1.90725984796668,NA,1.17146914857037
"Modoc","$25,000 to $34,999",2.10004297597609,NA,2.10004297597609
"Modoc","$35,000 to $49,999",1.2370311069573,1.73671685032673,1.24540590224912
"Modoc","$50,000 to $74,999",3.71599611748883,NA,3.71599611748883
"Modoc","$75,000 to $99,999",0.870902998848062,NA,0.870902998848062
"Modoc","$100,000 to $149,999",2.54474768276753,NA,2.54474768276753
"Modoc","DK ",18.0751924125551,NA,18.0751924125551
"Modoc","RF",6.07343190299888,9.51155469774984,6.7482786935579
"Modoc","Total",2.77869597721753,0.239413582054451,2.43562378159946
"Mono","$0 to $9,999",NA,1.39481856026698,1.39481856026698
"Mono","$10,000 to $24,999",0.297003337757089,0.802006874505367,0.497051264202001
"Mono","$25,000 to $34,999",5.64728943460647,8.27636280479642,7.59695648496028
"Mono","$35,000 to $49,999",0.479112099684962,1.56387304676138,0.523889328983695
"Mono","$50,000 to $74,999",1.65092270607784,1.28169490960638,1.59373713097201
"Mono","$75,000 to $99,999",1.08755552893466,0.477641489429298,1.06511860204658
"Mono","$100,000 to $149,999",1.32507026091491,1.94209824899435,1.54404489995735
"Mono","$150,000 to $199,999",22.2274474121853,19.164519603145,21.8339684626276
"Mono","$250,000 or more",25.3578479861063,NA,25.3578479861063
"Mono","DK ",16.5448158576525,NA,16.5448158576525
"Mono","RF",4.20794273908905,NA,4.20794273908905
"Mono","Total",2.0695069928586,3.41898547719513,2.42027093599056
"Monterey","$0 to $9,999",4.70983121816288,1.73911254863214,4.28386437993229
"Monterey","$10,000 to $24,999",3.58833482268844,6.15279262949025,4.23144929290208
"Monterey","$25,000 to $34,999",2.77630077456148,3.4771685257108,3.00513549124052
"Monterey","$35,000 to $49,999",2.79409595097936,3.0437451514442,2.83174668464306
"Monterey","$50,000 to $74,999",2.09673771318384,2.04518914966382,2.0918851109612
"Monterey","$75,000 to $99,999",2.18442386834923,5.48273689823553,2.50896500736274
"Monterey","$100,000 to $149,999",2.7113789076029,1.66560378302043,2.68021813387673
"Monterey","$150,000 to $199,999",3.60298601337194,6.46146452488101,3.74329341458836
"Monterey","$200,000 to $249,999",5.02475105813548,NA,4.98430430484669
"Monterey","$250,000 or more",3.09855764650941,NA,3.09855764650941
"Monterey","DK ",6.58809290287979,2.09037957340331,6.0079986055366
"Monterey","RF",2.85091917352929,3.93458919950649,2.97590019969157
"Monterey","Total",2.79485723996014,3.83239233271907,2.91990076673924
"Napa","$0 to $9,999",10.9607413779703,15.41634893187,11.3557955273898
"Napa","$10,000 to $24,999",4.33063667089917,4.61825222948644,4.42828005380065
"Napa","$25,000 to $34,999",5.41275508796514,2.70838810929045,4.52565206141003
"Napa","$35,000 to $49,999",2.49139873184214,8.15919719372782,3.16701838167141
"Napa","$50,000 to $74,999",1.97359751815365,0.834963895829002,1.78281837959959
"Napa","$75,000 to $99,999",3.59273890087042,4.79014730739206,3.59674374927019
"Napa","$100,000 to $149,999",1.75798393126455,NA,1.75798393126455
"Napa","$150,000 to $199,999",2.87012535976504,4.49549460793211,2.8874671399626
"Napa","$200,000 to $249,999",3.12303547165291,NA,3.12303547165291
"Napa","$250,000 or more",4.07756449165018,NA,4.07756449165018
"Napa","DK ",2.19409059455857,NA,2.19409059455857
"Napa","RF",2.81510508853841,NA,2.81510508853841
"Napa","Total",2.86846538809033,3.91905159716541,2.95613055325285
"Nevada","$0 to $9,999",2.41838754100199,NA,1.70224726532446
"Nevada","$10,000 to $24,999",2.11267671157642,1.59313079604173,1.98173911619005
"Nevada","$25,000 to $34,999",1.47781596565244,13.0224403512913,2.3031628219158
"Nevada","$35,000 to $49,999",4.40960149382024,2.69544374537164,4.37491299749954
"Nevada","$50,000 to $74,999",3.32929201393235,1.48974839130565,3.2944632599903
"Nevada","$75,000 to $99,999",1.90838404137671,NA,1.90838404137671
"Nevada","$100,000 to $149,999",1.11873661110278,NA,1.11873661110278
"Nevada","$150,000 to $199,999",1.67192521024876,NA,1.67192521024876
"Nevada","$200,000 to $249,999",4.25119523169109,NA,4.25119523169109
"Nevada","DK ",0.571463156781952,NA,0.571463156781952
"Nevada","RF",5.48537215569715,2.16514269531132,5.35187295526637
"Nevada","Total",2.47342264602952,3.46975188953531,2.53254594923233
"Orange","$0 to $9,999",5.10492231154317,3.58414980041928,4.55088746515545
"Orange","$10,000 to $24,999",1.44290668334758,3.70313143238957,2.43903628540606
"Orange","$25,000 to $34,999",2.27311676529728,4.68558885228963,3.02746607881686
"Orange","$35,000 to $49,999",2.62826954206325,3.18681337600905,2.78451084328401
"Orange","$50,000 to $74,999",1.89159990296778,2.92165219867094,2.06760234955378
"Orange","$75,000 to $99,999",2.47166566080356,2.81662649001672,2.52312265033262
"Orange","$100,000 to $149,999",2.42726772585651,3.34925212546358,2.47804852384253
"Orange","$150,000 to $199,999",3.34702639996703,2.53291497111502,3.32737350834203
"Orange","$200,000 to $249,999",4.96203612979826,3.27816444305256,4.87572419289982
"Orange","$250,000 or more",2.67915895613539,2.46142164772417,2.67898925360301
"Orange","DK ",2.80088008044025,4.18906796592579,2.99288329652709
"Orange","RF",3.31809487781862,2.02343093129018,3.22849478892655
"Orange","Total",2.61497145139552,3.36891767401267,2.73031457336369
"Placer","$0 to $9,999",2.81088239598976,1.99123027319933,2.16961181219634
"Placer","$10,000 to $24,999",3.15363072460347,5.67390057983231,3.78037596236582
"Placer","$25,000 to $34,999",2.54838738816054,2.15160836468385,2.4344080044162
"Placer","$35,000 to $49,999",3.59884722758834,3.21979039961494,3.5931917621463
"Placer","$50,000 to $74,999",3.21399191802206,2.92788480125975,3.19666348644247
"Placer","$75,000 to $99,999",4.02487235365606,NA,4.02487235365606
"Placer","$100,000 to $149,999",2.39959814032502,3.52777956674219,2.45018392551312
"Placer","$150,000 to $199,999",2.50310626467278,NA,2.50310626467278
"Placer","$200,000 to $249,999",1.07984592342415,NA,1.07984592342415
"Placer","$250,000 or more",4.65751717524853,NA,4.65751717524853
"Placer","DK ",1.10695907069694,NA,1.10695907069694
"Placer","RF",1.51920460867933,5.60482632959609,1.75873253193702
"Placer","Total",3.04238892966115,3.43148285241437,3.06635661134069
"Plumas","$0 to $9,999",0.859881213846218,0.697757321473721,0.762091568734207
"Plumas","$10,000 to $24,999",0.639803403211525,1.80318855921879,1.01344333751345
"Plumas","$25,000 to $34,999",0.834088053074041,NA,0.834088053074041
"Plumas","$35,000 to $49,999",1.36592792889873,NA,1.36592792889873
"Plumas","$50,000 to $74,999",2.58781005088008,4.80574640087055,2.66391471103353
"Plumas","$75,000 to $99,999",3.51161798100755,NA,3.51161798100755
