"TABLE 54: Daily Travel Statistics by Weekday vs Weekend for each County"
""
"hCTFIP","County","WD","Vehicle Trips per Driver","Pct Works Trip","Pct Non-Work Trips","VMT per Driver","Average Trip Length","Average Trip Duration","Person Trips per Person","Person Miles per Person","Average Person Trip Length"
63,"Plumas","Sat/Sun",3.34154614707257,5.19607350299504,94.803926497005,25.6478230026402,6.32324427150065,12.1401780106131,3.87069966347033,27.0439583839588,6.98683977968783
65,"Riverside","Weekday",3.31698239729862,36.1643670987639,63.8356329012361,39.7354750964258,11.1963861839729,23.2488191025523,3.57733521967265,40.7569489716362,11.4167650019653
65,"Riverside","Sat/Sun",3.13768765628091,15.3059467556573,84.6940532443427,36.1415811773941,10.3857289235181,21.9113021650742,3.61390354204002,38.6426844516828,10.700124943504
67,"Sacramento","Weekday",3.50360937042439,35.5385543176529,64.4614456823471,32.8269780814707,8.70472178303145,21.9968849581891,3.55201594330631,37.2542098209028,10.5116134017432
67,"Sacramento","Sat/Sun",3.55413533809161,10.5784171624324,89.4215828375676,39.6601519235349,10.1711887852835,20.4162569680767,3.83686966452686,43.6536484673148,11.3774123919057
69,"San Benito","Weekday",3.4606662535092,39.845164720225,60.154835279775,45.0660058002792,11.8879876765413,21.6243445554316,3.92116856688973,39.0459854613491,9.99777632473862
69,"San Benito","Sat/Sun",3.77927838877331,14.4090147178684,85.5909852821316,46.2302062985553,11.0274088919623,19.7357265736295,4.04042064354826,48.8205462430908,12.0830355426105
71,"San Bernardino","Weekday",3.19203186644625,40.1173670150434,59.8826329849566,37.9619432015303,10.8949341809032,22.4806253925105,3.52265767004194,42.3775974309889,12.0551041430804
71,"San Bernardino","Sat/Sun",3.20809853602529,14.5216509136529,85.4783490863471,35.1009473907113,10.0935718823749,20.9118618087644,3.52851735661272,42.7802730063891,12.129160167476
73,"San Diego","Weekday",3.53877954492285,35.1434155584002,64.8565844415998,32.01359241246,8.35480245520924,20.2588309717894,3.79018194102602,46.5723659009076,12.3132656847241
73,"San Diego","Sat/Sun",3.26007936842536,13.5504064985933,86.4495935014067,28.9013981822273,7.93972549616484,18.0528748360669,3.70952012150143,89.8552171140349,24.2604565440654
75,"San Francisco","Weekday",3.2768670338897,30.734509857427,69.265490142573,25.3931735293476,7.23005165464339,22.6495752866337,3.28861904945792,45.9336428531972,14.1020826092927
75,"San Francisco","Sat/Sun",3.17928032094234,12.1644549933917,87.8355450066083,23.9565637086268,7.15760155000201,21.0683986527806,3.26146527553684,27.6337532999924,8.48358380978972
77,"San Joaquin","Weekday",3.34935052634098,39.7678754571899,60.2321245428101,34.4750792380746,9.58100377419706,21.7577392810916,3.60338177956575,34.4312377721561,9.55565508605728
77,"San Joaquin","Sat/Sun",3.16045515110038,16.5255109684032,83.4744890315968,39.6583883013747,11.3155945775133,22.3379232908461,3.72185283129054,43.0715982364656,11.5833849629793
79,"San Luis Obispo","Weekday",3.67983337792192,30.0543678233075,69.9456321766925,36.4536295441035,8.94520765668231,17.8696791929928,4.15822056132038,37.4648243887589,9.02276543338111
79,"San Luis Obispo","Sat/Sun",3.26700464584471,9.4573656112181,90.5426343887819,39.8298100344726,10.4920040090561,19.5795439741137,3.94988173174537,57.4080611386194,14.5341215351407
81,"San Mateo","Weekday",3.58230533549782,35.15301410148,64.84698589852,31.0008523224939,8.08911161215217,21.4482746902783,3.82076088437404,36.9284224470048,9.71253248170804
81,"San Mateo","Sat/Sun",3.8579229595377,6.87162519513054,93.1283748048695,31.0286697947104,7.56757828579402,20.870668631866,4.08245444663041,39.1566398703404,9.59144563209018
83,"Santa Barbara","Weekday",3.66495007877476,39.4084561858314,60.5915438141686,30.0311920059246,7.5494685445482,16.6975121688336,3.78955018899834,33.1593707761671,8.77895045615075
83,"Santa Barbara","Sat/Sun",3.73798744356782,6.51458633363548,93.4854136663645,30.471889207252,7.30880561521702,15.9668898993601,4.07978089174747,35.2780529637043,8.69058829635418
