"TABLE 13: Weekday Person and Driver Trips Per Household"
""
"County","HHSIZ","Single.nnpt","Multiple.nnpt","Total.nnpt","Single.nndt","Multiple.nndt","Total.nndt"
"Imperial","3",7.69560112883945,9.21424690555022,7.91838114099251,5.83825733646428,6.35143484567566,5.91353867823077
"Imperial","4",14.9972139866613,8.95173038188804,13.3480532101632,9.15006071121482,3.72707690590875,7.67071302491324
"Imperial","5+",22.9906930904041,15.3386315821915,22.1806682520443,10.8735998840801,6.2639155982009,10.3856321953009
"Imperial","Total",10.503290929748,7.34367015415599,9.81297087741484,6.50427102127287,4.68303907941287,6.10636474747959
"Inyo","1",1.7283734178221,1.47183391882861,1.5901394761386,1.64410821766175,1.44647309605687,1.53761435616391
"Inyo","2",6.79261500810358,5.59557950576004,6.61946194247688,6.17207132213507,5.17645274789371,6.02805353152881
"Inyo","3",21.6480476097109,5.99719393167296,16.3752864335623,17.9304247326766,4.73386881954757,13.4845146814401
"Inyo","4",8.89169927473517,NA,8.89169927473517,5.09066757896691,NA,5.09066757896691
"Inyo","5+",10.1109947143777,NA,10.1109947143777,4.83379966082066,NA,4.83379966082066
"Inyo","Total",8.11734867107082,2.95966231722255,6.67269194435406,6.33738815163618,2.66415563830375,5.30852371608921
"Kern","1",3.25445523845489,2.86383242779461,3.11601080609179,2.92075492631119,2.22374480462258,2.67372078489635
"Kern","2",4.9077780209887,4.52244854654016,4.86552030057156,4.04283581959215,3.60567579528497,3.99489402611487
"Kern","3",10.0682720188085,6.56799746047833,9.30575997214079,8.07908769365777,3.24731836790263,7.02651817197847
"Kern","4",13.9895725867198,11.0642879020304,13.4686771707052,9.12210487326252,7.98391918183117,8.91943204885572
"Kern","5+",16.0555118600805,12.2654560759531,15.2675028549769,7.78019508613888,4.55739293448017,7.11012655368874
"Kern","Total",9.06360855920537,6.66774369635273,8.5715548572172,6.09388590207845,3.92697051079003,5.64885298026788
"Kings","1",0.835459890344819,1.96881716697328,1.05201867808181,0.728534613168721,1.85811992179384,0.944372663645686
"Kings","2",8.39274875647792,4.64163883711129,8.23507714979134,6.35610700361232,4.64163883711129,6.28404221312736
"Kings","3",7.40273829483241,9.48797028765902,7.64006569045013,4.34006974592959,5.7748304471482,4.50336477579976
"Kings","4",13.9247886022036,9.9925950460553,13.5006185984781,7.5336228375557,6.44088784501606,7.41574832318145
"Kings","5+",16.4963742120588,15.9873613600065,16.4426158546755,6.8713073414818,3.93580094469885,6.56127980221035
"Kings","Total",9.52310118801709,7.72368861551961,9.33281671852118,5.44755083978207,4.2715342186427,5.32318931075191
"Lake","1",3.14970710985024,0.75345472342644,2.04279643708342,3.14970710985024,0.684599700251265,2.0109899544032
"Lake","2",5.77931505580164,5.99294683533139,5.80330016403062,4.38187246000291,3.60667673433675,4.29483881070375
"Lake","3",14.3393096391626,6.95339428506034,12.2438850682835,12.4397751238277,2.02559567351583,9.48521547082441
"Lake","4",16.3756233163088,NA,16.3756233163088,8.33279998394349,NA,8.33279998394349
"Lake","5+",8.33729602064325,8.89519967777114,8.54709872044096,3.23021572855863,1.89377487553907,2.72763988862434
"Lake","Total",8.14351860879459,3.69038789431065,7.05132733746997,5.74882343900076,1.56492682432036,4.72266551648216
"Lassen","1",7.56525894801453,2.63375899453898,7.24016754131356,7.54371094850132,2.63375899453898,7.22004001620761
"Lassen","2",9.11498092662266,26.7860153086941,10.1220332067277,6.21802957703756,1.48023912052846,5.94802825290863
"Lassen","3",9.17311138855626,NA,9.17311138855626,6.79785729972473,NA,6.79785729972473
"Lassen","4",5.68835174008698,8.67939434090074,6.19273069740413,4.52657729625902,6.83256126020744,4.91543494309091
"Lassen","5+",19.9543464456003,NA,19.9543464456003,12.7934479045131,NA,12.7934479045131
"Lassen","Total",9.29263948623967,13.7020238833254,9.55410590781298,7.04793670335076,3.581005386538,6.84235559641742
"Los Angeles","1",2.72636904615545,2.42349561443689,2.57090338524924,2.3842918760403,1.96451480859426,2.16881929776406
"Los Angeles","2",4.53240199869452,5.14498037454598,4.70868721743924,3.59526371501933,3.51382716157318,3.57182824748733
"Los Angeles","3",8.4329527701088,9.11820048320082,8.57235845964163,6.04258505802629,5.34653784382581,5.9009823354062
"Los Angeles","4",12.4086237734852,13.1955190816897,12.5529133411659,7.62184892855957,6.26340308537157,7.3727566269693
"Los Angeles","5+",15.458197958467,14.4489654062189,15.2618348190087,8.0733496077111,5.47333594462025,7.56747329171065
"Los Angeles","Total",8.25521160473855,6.06884493776167,7.5972907108743,5.35510294078485,3.50237523368891,4.7975805967285
"Madera","1",3.44268799518213,3.88232288448107,3.51266460949206,3.17712692470959,3.2095171866488,3.18228247747005
"Madera","2",3.74231385970705,0.962205319932817,3.35736312608746,3.2220551628256,0.962205319932817,2.90914261195004
"Madera","3",4.75231314372348,1.10570333975606,4.24637174212611,4.17432147849274,1.10570333975606,3.74857234558841
"Madera","4",13.36125606542,8.12840206792163,13.0546873240745,9.11023690022713,4.32080010080918,8.82964592404975
"Madera","5+",17.4789244000753,21.963667967332,17.8310392443429,9.07743793347356,9.59642868329813,9.11818593707962
"Madera","Total",8.40758697593225,5.31119605585107,8.04067702748173,5.5535467907749,3.05556079677112,5.25754543437445
"Marin","1",2.43065132189699,3.36001871452105,2.83323475243342,2.25872596193639,2.6077354630856,2.40990992145292
"Marin","2",4.54431473020871,4.3437035313558,4.51513838258494,3.7158037298032,3.49180000110785,3.6832252362056
"Marin","3",11.8205448707167,13.0942655949651,12.1019536617583,9.20317723897094,10.4147660191958,9.4708589429676
"Marin","4",14.9998416695291,46.5204557858718,16.299724209972,8.81343773289899,15.0349145128553,9.07000599049023
"Marin","5+",18.0304724104011,NA,18.0304724104011,8.0215615154726,NA,8.0215615154726
"Marin","Total",7.71063252003409,6.21623798409834,7.3774332873879,5.34257631889779,4.26792017022162,5.10296449251139
"Mariposa","1",1.04895909271105,3.3619596430894,1.8264481434984,1.04895909271105,1.64740245587096,1.25011908045817
"Mariposa","2",4.66209628927761,13.2771971482541,5.22509435343836,3.28914393293829,13.0251436551947,3.92539289694069
"Mariposa","3",5.4631712846807,4.86669939104375,5.42127311926236,3.72995631387307,4.86669939104375,3.80980492030958
"Mariposa","4",9.91975326233906,NA,9.09479269591681,3.37380329065045,NA,3.09322628434334
"Mariposa","5+",19.3131484572023,5.89075225658719,17.5873597043071,9.96619851896116,1.67353914848094,8.89996726939409
"Mariposa","Total",5.40349080114857,5.53294623405748,5.42127401087919,3.26609349895663,4.26013913042099,3.40264490934492
"Mendocino","1",2.62883575917003,2.78325705980324,2.66594727531039,2.62883575917003,1.74065485915992,2.41538243588415
"Mendocino","2",4.56324411344857,3.77644975018288,4.49186023559945,4.04429017447216,0.323736643693574,3.70673369062818
"Mendocino","3",9.63075543619243,14.7520725240277,10.0641484085678,7.89461176157621,6.33546596734411,7.76266858786923
"Mendocino","4",11.974352833578,31.5840569388742,15.2460804303194,9.21109377222759,23.5503875992847,11.6034941409356
"Mendocino","5+",15.9524283789633,13.9292187727231,15.6336464615944,5.36869342885166,8.20777732411943,5.81602652024917
"Mendocino","Total",6.76151406475147,8.47840743350736,7.01678972599369,4.92546816028223,4.99401746820554,4.93566038900549
"Merced","1",1.61545522927298,2.90951704916526,1.75499124244252,1.59800103157977,2.4884909011593,1.69402071492019
"Merced","2",8.32912488969222,5.53561763078176,7.91939026035597,7.06130667508589,2.86606455469065,6.44597411430837
"Merced","3",10.5905113285985,2.81678567232534,9.34921873833023,7.88887166370944,2.71077994340656,7.06204458383242
"Merced","4",14.7939030021513,12.4622658618119,14.5613348266718,8.40173190482511,10.7427206805021,8.6352328552766
"Merced","5+",15.0013360985755,29.2175785980638,17.8624932487193,6.29187106241096,10.7172627750679,7.18252421082984
"Merced","Total",9.96155445102256,12.5346249374774,10.3342188472883,6.26653253919183,6.0726898838138,6.23845781037376
"Modoc","1",1.41502603065291,0.145616996787219,1.09066696915211,1.26827288526698,0,0.944204132156437
"Modoc","2",3.64758826019281,1.17293505450397,3.15809733555948,3.42805004829761,0.747927656740571,2.89791694336076
"Modoc","3",3.84902358271729,NA,3.84902358271729,3.4053583564406,NA,3.4053583564406
"Modoc","4",19.8846486742513,NA,19.8846486742513,10.9512045844778,NA,10.9512045844778
"Modoc","5+",20.9633593335254,NA,20.9633593335254,11.2419876128969,NA,11.2419876128969
"Modoc","Total",6.51916899628726,0.663010665483605,5.62067806876658,4.43874897314088,0.376682791988059,3.81551964691917
"Mono","1",3.19787355846731,7.60153764341089,3.75375768978883,3.19787355846731,6.81626280986007,3.65463073317342
"Mono","2",5.92501794101367,3.27818323070677,5.75056846483061,5.79704528319979,2.9720473625834,5.61085329865663
"Mono","3",8.19138885823747,13.0412146697569,9.58813148830304,5.86525135636785,7.70127487574741,6.39402340282553
"Mono","4",15.9125813492454,4.33933853856746,13.3149662728895,9.33522010979246,1.61859049740383,7.60322210822102
"Mono","5+",NA,9.45677515132375,9.45677515132375,NA,4.26610554715299,4.26610554715299
"Mono","Total",6.30629579319307,8.99341637065462,6.9855105395747,5.29622605519305,4.98559494707508,5.21770883825525
"Monterey","1",2.71664609074703,3.14081762631222,2.87628538613302,2.43490292676133,2.57214875185075,2.48655614951413
"Monterey","2",6.26417924672145,6.92735512570374,6.32112643798438,5.15332457777388,4.33344572747828,5.08292123654882
"Monterey","3",10.1104994417235,8.10400408068973,9.84297780116121,7.79696026999856,6.58332681015967,7.63514917363492
"Monterey","4",11.2146309208219,12.9801083424469,11.5369661470955,7.83200637859543,5.78004820588294,7.45736641220239
"Monterey","5+",18.0303650994187,14.741987551625,17.3442548928696,8.45924297145623,7.33354030703351,8.22436845465442
"Monterey","Total",8.95557837181796,7.70319466505785,8.71458610011548,6.09506570276929,4.56105561294336,5.79988094879479
"Napa","1",4.08197194116654,2.25210093249315,3.45526407373561,4.06513113423245,2.1107020780102,3.39576369791349
"Napa","2",5.27672020326651,4.75520526515428,5.22662864073542,4.69133043046861,3.167761121367,4.54499144429583
"Napa","3",9.66631015848739,33.3993306465722,10.0161289355464,7.63320497493357,14.89744529336,7.74027805759198
"Napa","4",16.5257909525631,18.0802746621737,16.6438219477504,9.51211874000629,9.92621408315046,9.54356074557479
"Napa","5+",10.3625171733333,12.5470239508858,10.5809977266822,5.78889721066899,8.58750961775386,6.06879672555813
"Napa","Total",8.09587541314229,5.23408761277043,7.67969116315984,5.92519282893359,3.60499143348232,5.58777043952769
"Nevada","1",4.01275087298564,2.2063677716106,3.66948467342343,3.86974925686151,2.2063677716106,3.5536575925686
"Nevada","2",4.61261855126118,2.06094077940471,4.47944302960441,4.04379079571383,2.06094077940471,3.9403031656527
"Nevada","3",6.78238256313547,4.16657136275339,6.5907193696745,4.51793288557446,0,4.18689926794754
"Nevada","4",18.3662825736296,8.68318575997096,17.4940325596797,11.2268799933924,4.32612451858121,10.6052623255118
"Nevada","5+",15.3147234443724,NA,15.3147234443724,9.27031014471817,NA,9.27031014471817
"Nevada","Total",6.93732591734437,3.06233275071691,6.58307928567595,5.1665169993943,2.12575239434449,4.88853441395069
"Orange","1",2.02235499479244,2.32767791147783,2.15480114113234,1.94259236368769,2.13793008441594,2.02732798925468
"Orange","2",5.05097440592368,5.64195586507158,5.1706778511158,4.18342027645317,4.50665591665379,4.24889173776886
"Orange","3",9.84128900257054,9.79324454067841,9.83428205241875,7.85749776190806,6.35762855898762,7.63875228479835
"Orange","4",13.1235036661254,18.5732442090752,13.8813854206325,8.46372197753447,11.8894078665319,8.94012352573338
"Orange","5+",16.757091774518,19.5528829415543,17.3204851055764,9.92345663576852,8.01080042884718,9.53802808005514
"Orange","Total",8.67916324992269,7.68802560523822,8.4492451123594,6.15133809429991,4.94604141023633,5.87174063344539
"Placer","1",3.37570834211261,2.16548418539017,2.97569169215348,3.34299596527428,1.73146593608387,2.81033526766342
"Placer","2",5.29833823264075,9.98553523962315,5.45122666013617,4.53641634645684,6.96704695148728,4.61569939994739
"Placer","3",8.52741387674665,12.1829741722093,8.73512428294875,6.76882363357401,8.72302167084409,6.87986195200211
"Placer","4",14.8737383685043,17.0714922913579,15.0390638106073,7.73990689707009,10.0841289085107,7.91625036136742
"Placer","5+",20.3585903777769,NA,20.3585903777769,13.5589658381947,NA,13.5589658381947
"Placer","Total",8.59768243286446,5.44679616065159,8.26089073409723,6.15373963697665,3.77661448214485,5.89965365928256
"Plumas","1",0.693561124259016,1.96136658678305,1.28860306854852,0.568611513363462,1.83292831173627,1.16201606014927
"Plumas","2",5.70917528155099,4.9219919724428,5.67956010745992,4.51232204398629,2.0261395693922,4.41878763344262
"Plumas","3",9.40032412534508,NA,9.40032412534508,7.77047038842364,NA,7.77047038842364
"Plumas","4",14.3908290382099,20.5979569584545,14.7494928532931,9.82911380837922,17.8536896612474,10.2927944392274
"Plumas","5+",31.8305078699565,19.3610460399284,30.5824924499915,12.8480940008552,9.08071883138087,12.4710334373452
"Plumas","Total",7.37316580677833,3.17244182399601,6.59528874124913,4.95987434114767,2.41996707924914,4.48954217562097
"Riverside","1",1.79493421916419,1.74070028468463,1.77527186052963,1.64236769284352,1.55817105082957,1.6118424398448
"Riverside","2",4.31362348513117,4.30897634725829,4.3129266906765,3.59189281318877,2.65462955287637,3.45135903514735
"Riverside","3",8.22625453301633,9.43215050299172,8.29171210354003,6.19118752415602,5.61357341370119,6.15983389389938
"Riverside","4",14.714140515234,14.4616532152202,14.6909689113019,8.83260770708462,7.20060463510323,8.68283332715407
"Riverside","5+",17.2945710504862,15.2847370271943,17.0795800471639,9.24793535938404,7.91946529392922,9.10582953922879
"Riverside","Total",9.01386401084653,5.69442450358626,8.47803876943367,5.77891515723318,3.37940478853049,5.39158524211629
"Sacramento","1",2.14532959424957,1.71673572534427,1.96361752073309,2.09755646793031,1.10625446261004,1.67727154101831
"Sacramento","2",3.89196736520418,4.32999743576008,3.94786172309333,3.06565269658981,3.3476719241456,3.10163945799324
"Sacramento","3",9.16378898968033,8.36502860169556,9.07986057726931,6.66174797189912,4.39464997762003,6.42353644025307
"Sacramento","4",16.3383579801263,15.9577830762831,16.309489135791,9.6888490848394,11.9673718464471,9.86168843461026
"Sacramento","5+",17.8235412461622,8.77155088649441,16.9665389071388,9.213662985483,3.60534562405979,8.6826923474518
"Sacramento","Total",8.35113874646354,4.02195924094533,7.51552800152407,5.39804932387065,2.58835666394441,4.85572730335399
"San Benito","1",2.41509300658448,0.827000363625475,2.20897627182513,2.37158050096478,0.827000363625475,2.17111120473447
"San Benito","2",6.04009448342134,1.26003165771906,5.88914739092563,5.02338723017336,1.26003165771906,4.90454620184314
"San Benito","3",10.9533987169017,10.4370258429548,10.8601493462443,7.80574620521237,7.42457918489176,7.7369130295102
"San Benito","4",10.4571541989846,8.82778143807843,10.4083746371421,5.74249264261508,8.82778143807843,5.83485888268672
"San Benito","5+",21.7469609746965,NA,21.7469609746965,11.9286878855891,NA,11.9286878855891
"San Benito","Total",9.65488769311409,5.94685808981545,9.40171474413095,6.2588212994565,4.60262092311434,6.14574099043941
"San Bernardino","1",1.99126111584646,1.53588798855507,1.86005490400953,1.8480075369817,1.19511631950894,1.65989063185
"San Bernardino","2",5.07211430500113,4.90764738006115,5.05491915188305,3.88968737900932,4.12605942520496,3.91440027206458
"San Bernardino","3",9.17257066441536,12.3941871875479,9.35189727960123,6.78360549916296,7.7078945804466,6.83505471144807
"San Bernardino","4",11.6673827070097,15.3907408540872,12.0486937242377,7.32726594521531,7.32533612756783,7.32706831160039
"San Bernardino","5+",15.3336532813089,17.0509919645421,15.5105931232,7.3194091149727,6.91273179178351,7.27750857318189
"San Bernardino","Total",8.60811511127664,7.40278745392447,8.45126179732771,5.43973972034012,4.05511736848593,5.25955418893599
"San Diego","1",2.33305781249852,2.49252369181226,2.41560937209455,2.01749349511124,1.87442391737434,1.94342989715691
"San Diego","2",4.13896651820119,4.78829861862867,4.25579922486743,3.30658481864196,3.49483603627661,3.34045639110078
"San Diego","3",11.0849481670332,8.15450967881113,10.6752146163164,8.31080063664867,4.04797208150424,7.71477246986869
"San Diego","4",16.2845394673832,13.7347310968122,15.8375495659804,10.3567029493325,6.23330440099575,9.63385744774974
"San Diego","5+",18.8994779351184,16.955366908972,18.477946575081,11.4195993749157,7.52685567331048,10.5755562494225
"San Diego","Total",8.92785378482844,5.93675110184346,8.14659368557645,6.18271876122503,3.37470412748493,5.44928028586398
"San Francisco","1",2.69736783417306,1.8295289743193,2.03182948323433,1.11987257301492,0.626674304278771,0.741642952695998
"San Francisco","2",4.54261102785676,5.43464962218629,4.98622215294781,2.83434002372794,2.31729576406375,2.57721372088687
"San Francisco","3",9.79075971633317,7.88522486007516,9.17091018239268,4.87083269632719,3.47893311905601,4.41806307029276
"San Francisco","4",13.3828314327564,14.3128807120432,13.5881228210692,7.27690994849122,5.50687642371733,6.88620738277382
"San Francisco","5+",13.7352810656326,24.4026249222258,16.4375034517125,6.08879426884105,7.89405471031266,6.54609790911267
"San Francisco","Total",7.48297238707052,4.33745409770853,5.77911762379151,3.95482604493404,1.69847240914598,2.73261128211376
"San Joaquin","1",2.53836678467067,2.16978709061509,2.4025012448411,2.48227001616209,1.98728981339603,2.29981082609174
"San Joaquin","2",5.32466199367633,5.48966397449065,5.34089419938227,4.14708261073519,4.03732567054777,4.13628518138322
"San Joaquin","3",9.07512666236067,7.56205380139489,8.99048027522508,6.148942116822,5.01885491675582,6.08572123625402
"San Joaquin","4",9.97255907293633,10.1350526256988,9.99707083174485,6.87593122670361,3.67874329367039,6.3936431718994
"San Joaquin","5+",16.6363902650937,9.87577601277457,16.146322980387,8.52354882008169,3.63166615561195,8.1689432228672
"San Joaquin","Total",8.61562264490226,5.15612925669092,8.09393423104991,5.59653160581828,2.98162376914836,5.20220591456794
"San Luis Obispo","1",2.19073541554358,2.43785312019075,2.26586696433968,1.99475831872842,1.61532989790047,1.87940015386216
"San Luis Obispo","2",7.28312294386559,7.44037410480516,7.29376432316931,6.24229543597547,5.87106877396422,6.21717407156384
"San Luis Obispo","3",9.53968829609193,8.30508772360409,9.42070201435771,7.04064509640408,7.8862753190085,7.12214384033146
"San Luis Obispo","4",14.4576135224834,31.6498143853349,16.3292954587456,9.03110485677525,13.9516385282143,9.56679392084977
"San Luis Obispo","5+",19.848424137843,24.9997544771849,20.3467983737536,12.0186006713892,7.45742920467298,11.5773223617415
"San Luis Obispo","Total",8.44473998619978,8.06765486090751,8.39200997936552,6.27437835204479,4.61130797758362,6.04182154635476
"San Mateo","1",2.35348662806868,2.77458257683617,2.52457968757151,2.20505604640649,2.54190940031473,2.34192098441561
"San Mateo","2",5.96049469234883,8.41313997643295,6.2593333244072,4.65822935850329,5.53292841406454,4.76480566243233
